Fusion Name	Gene 1 Symbol	Gene 2 Symbol
CCDC137:MBIP	CCDC137	MBIP
ANKZF1:CDC123	ANKZF1	CDC123
LRRC57:PTGES2	LRRC57	PTGES2
NUDT17:CIZ1	NUDT17	CIZ1
DCUN1D2:SENP2	DCUN1D2	SENP2
PRKN:TAF9	PRKN	TAF9
YTHDF3:NCOR2	YTHDF3	NCOR2
MRTFB:VWC2	MRTFB	VWC2
STYX:ZNF397	STYX	ZNF397
MIGA1:ZKSCAN3	MIGA1	ZKSCAN3
MAP7D2:CMC1	MAP7D2	CMC1
MAML2:MBD5	MAML2	MBD5
RPF2:SEPTIN9	RPF2	SEPTIN9
MSL2:METTL9	MSL2	METTL9
RPS27A:BCAS4	RPS27A	BCAS4
DYNC2H1:ZWILCH	DYNC2H1	ZWILCH
ZNF699:NDUFA11	ZNF699	NDUFA11
NTM:RSRC1	NTM	RSRC1
KLC2:TNFRSF25	KLC2	TNFRSF25
RGS7:PARL	RGS7	PARL
MRPL52:IST1	MRPL52	IST1
BSG:NKIRAS1	BSG	NKIRAS1
PDE3A:ACBD6	PDE3A	ACBD6
RAB37:MRPL48	RAB37	MRPL48
CES2:HLA-B	CES2	HLA-B
DDX23:NPIPA1	DDX23	NPIPA1
NRIP1:XPO4	NRIP1	XPO4
FLVCR1:GPR12	FLVCR1	GPR12
MPRIP:DDX42	MPRIP	DDX42
UBE2G2:PER2	UBE2G2	PER2
XRCC6:CHD1L	XRCC6	CHD1L
CHD1L:NOTCH2NLC	CHD1L	NOTCH2NLC
PXK:C19orf12	PXK	C19orf12
RFX1:YEATS2	RFX1	YEATS2
SLX1A:SLX1B	SLX1A	SLX1B
SAMD12:EFR3A	SAMD12	EFR3A
ZNF559:ILKAP	ZNF559	ILKAP
ZBTB37:AIDA	ZBTB37	AIDA
ZRANB2:ADAM33	ZRANB2	ADAM33
ZNF721:EVL	ZNF721	EVL
SPNS2:SV2B	SPNS2	SV2B
BEGAIN:ZNF134	BEGAIN	ZNF134
SVIL:SMDT1	SVIL	SMDT1
TENT5C:GDAP2	TENT5C	GDAP2
NPM1:TAF9	NPM1	TAF9
SLC8A1:ZNF329	SLC8A1	ZNF329
KCNK4:NOC4L	KCNK4	NOC4L
NDUFA6:ZNF655	NDUFA6	ZNF655
SMPD4:GRSF1	SMPD4	GRSF1
NDUFAF8:CUX1	NDUFAF8	CUX1
POLR2J2:POLR2J3	POLR2J2	POLR2J3
CHCHD10:ARHGEF25	CHCHD10	ARHGEF25
PINX1:PRSS51	PINX1	PRSS51
NBPF9:NBPF26	NBPF9	NBPF26
NBPF8:NBPF26	NBPF8	NBPF26
RPS10-NUDT3:SRCIN1	RPS10-NUDT3	SRCIN1
HSFX4:HSFX3	HSFX4	HSFX3
ENSG00000214265:INPP5B	ENSG00000214265	INPP5B
ZNF316:KMT2B	ZNF316	KMT2B
KAT5:PLD6	KAT5	PLD6
SULT1A4:SULT1A3	SULT1A4	SULT1A3
ENSG00000214265:ZNF33B	ENSG00000214265	ZNF33B
POM121:GPRASP1	POM121	GPRASP1
TRPV1:ENSG00000285589	TRPV1	ENSG00000285589
ENSG00000196826:SMN2	ENSG00000196826	SMN2
RPE:TFDP1	RPE	TFDP1
NUDT3:MAGEH1	NUDT3	MAGEH1
ZNF559:LINGO3	ZNF559	LINGO3
FAM120AOS:ZNF273	FAM120AOS	ZNF273
KIFBP:JPT1	KIFBP	JPT1
MRPL20:ARL2	MRPL20	ARL2
HECTD4:ZNF888	HECTD4	ZNF888
MSRA:TNKS	MSRA	TNKS
SATL1:TUFM	SATL1	TUFM
SRRM3:BACE1	SRRM3	BACE1
PDE4DIP:TTC3	PDE4DIP	TTC3
OGDHL:P4HTM	OGDHL	P4HTM
ZNF664:CCHCR1	ZNF664	CCHCR1
LIN52:GADD45GIP1	LIN52	GADD45GIP1
PTPN2:PPP3R1	PTPN2	PPP3R1
NBPF1:NBPF12	NBPF1	NBPF12
ZDHHC21:CKMT1A	ZDHHC21	CKMT1A
DDOST:ZSCAN2	DDOST	ZSCAN2
PLCXD2:DNAJC30	PLCXD2	DNAJC30
LPCAT4:SZT2	LPCAT4	SZT2
CASTOR2:SMCR8	CASTOR2	SMCR8
TMEM80:SPIRE2	TMEM80	SPIRE2
FOXJ3:ZNF814	FOXJ3	ZNF814
SELENOM:ARL16	SELENOM	ARL16
RACK1:RUNDC1	RACK1	RUNDC1
NCOA4:HNRNPUL2	NCOA4	HNRNPUL2
MLLT6:TNFRSF25	MLLT6	TNFRSF25
MCTP1:KIAA0825	MCTP1	KIAA0825
MCF2L:MRPL38	MCF2L	MRPL38
TMBIM4:RPS15A	TMBIM4	RPS15A
PUM1:FBXO45	PUM1	FBXO45
GLCE:HOOK1	GLCE	HOOK1
TUT4:ADPGK	TUT4	ADPGK
DTNA:ARID2	DTNA	ARID2
CDC42SE1:DHX34	CDC42SE1	DHX34
CENATAC:TMEM258	CENATAC	TMEM258
ARGLU1:GPRIN3	ARGLU1	GPRIN3
SCG5:CTSL	SCG5	CTSL
CDC73:POFUT2	CDC73	POFUT2
PCBD2:MOG	PCBD2	MOG
RNFT2:SSTR2	RNFT2	SSTR2
DMTF1:PCLO	DMTF1	PCLO
ADGRB3:MIA2	ADGRB3	MIA2
CCDC14:SNX14	CCDC14	SNX14
GMPS:MRAP2	GMPS	MRAP2
COX8A:CAPRIN1	COX8A	CAPRIN1
KCNG4:GDF11	KCNG4	GDF11
CDK4:SLC35E3	CDK4	SLC35E3
TPT1:NIPA1	TPT1	NIPA1
WRAP53:PRAM1	WRAP53	PRAM1
AMPD3:GABRB2	AMPD3	GABRB2
ISCA1:GOLM1	ISCA1	GOLM1
PAIP2B:ARL14EP	PAIP2B	ARL14EP
ZNF253:UBA2	ZNF253	UBA2
SPOCK1:COX6B1	SPOCK1	COX6B1
PRDX5:DYM	PRDX5	DYM
AHDC1:ZMYM3	AHDC1	ZMYM3
YAE1:KTN1	YAE1	KTN1
SUMF2:MAP2K2	SUMF2	MAP2K2
RRP7A:ATP13A4	RRP7A	ATP13A4
YEATS4:IER3IP1	YEATS4	IER3IP1
UBR4:NOM1	UBR4	NOM1
MMP24OS:CLSTN3	MMP24OS	CLSTN3
CCDC142:SLC35E1	CCDC142	SLC35E1
GFER:KCTD6	GFER	KCTD6
RPS9:SNRPD2	RPS9	SNRPD2
TPM4:PSMF1	TPM4	PSMF1
RBCK1:MYG1	RBCK1	MYG1
TMX4:SSTR2	TMX4	SSTR2
STK35:VSTM2L	STK35	VSTM2L
ZNF133:PHF6	ZNF133	PHF6
TBC1D20:YIPF5	TBC1D20	YIPF5
LIN52:EIF2S3	LIN52	EIF2S3
RALY:JPH3	RALY	JPH3
DYNLRB1:OXR1	DYNLRB1	OXR1
TMEM242:UBR4	TMEM242	UBR4
MRPS25:CNPY3	MRPS25	CNPY3
RBSN:ZNF761	RBSN	ZNF761
RPL27:B2M	RPL27	B2M
PSMC3IP:PHYHIP	PSMC3IP	PHYHIP
NDFIP1:CLTC	NDFIP1	CLTC
LDLRAD3:NDFIP1	LDLRAD3	NDFIP1
MYSM1:UBE2D2	MYSM1	UBE2D2
MATR3:UBE2D2	MATR3	UBE2D2
MAP1B:RPL15	MAP1B	RPL15
ZNF836:MAP1B	ZNF836	MAP1B
SLC25A46:PPP1R1B	SLC25A46	PPP1R1B
MICAL2:PJA2	MICAL2	PJA2
ANAPC7:ZNF236	ANAPC7	ZNF236
MTRFR:SRCIN1	MTRFR	SRCIN1
UBA1:SCAF11	UBA1	SCAF11
AKAP12:RPL10	AKAP12	RPL10
ARHGEF9:LIME1	ARHGEF9	LIME1
GSE1:YPEL4	GSE1	YPEL4
ZNF738:CHMP1A	ZNF738	CHMP1A
SH3BGRL:HMGN5	SH3BGRL	HMGN5
MTSS2:MRPL30	MTSS2	MRPL30
MAGOH:DAP3	MAGOH	DAP3
NOVA1:DCAF8	NOVA1	DCAF8
ZNF331:PTPRA	ZNF331	PTPRA
HSD17B4:JAKMIP2	HSD17B4	JAKMIP2
CTIF:SCN2B	CTIF	SCN2B
MBD2:ASPHD1	MBD2	ASPHD1
IER3IP1:CNTNAP4	IER3IP1	CNTNAP4
SASS6:EMC7	SASS6	EMC7
LENG8:VPS36	LENG8	VPS36
TSGA10:TTC32	TSGA10	TTC32
ITM2B:SMIM26	ITM2B	SMIM26
KCND2:SPRY2	KCND2	SPRY2
TRIM69:SPRY2	TRIM69	SPRY2
SCRN1:PKN3	SCRN1	PKN3
RAB11FIP4:CHAF1A	RAB11FIP4	CHAF1A
ENSG00000285589:NACAD	ENSG00000285589	NACAD
DBNL:DUSP28	DBNL	DUSP28
TTC5:STXBP1	TTC5	STXBP1
NCOR1:KLHL36	NCOR1	KLHL36
KIAA0513:DNAAF10	KIAA0513	DNAAF10
PPP4C:DYNC1LI2	PPP4C	DYNC1LI2
DYNC1LI2:CDPF1	DYNC1LI2	CDPF1
C1orf131:AGT	C1orf131	AGT
PCNX2:EGLN1	PCNX2	EGLN1
STRBP:ABCB10	STRBP	ABCB10
REV1:PDCD6	REV1	PDCD6
SCRN1:KBTBD11	SCRN1	KBTBD11
MAN1C1:PIGC	MAN1C1	PIGC
NSL1:CTDSPL	NSL1	CTDSPL
PROX1:TBC1D3E	PROX1	TBC1D3E
OSBPL9:SOD1	OSBPL9	SOD1
OSBPL9:ITGB3BP	OSBPL9	ITGB3BP
ESYT2:INPP5B	ESYT2	INPP5B
PITPNM1:SNAP25	PITPNM1	SNAP25
POLR1G:ZNF780A	POLR1G	ZNF780A
CTSD:SNCG	CTSD	SNCG
STAG1:SLU7	STAG1	SLU7
STAC2:PLCXD1	STAC2	PLCXD1
PSMB3:KMT2A	PSMB3	KMT2A
SLC8A2:PSMA5	SLC8A2	PSMA5
CREB1:MTX2	CREB1	MTX2
HMGN3:OGT	HMGN3	OGT
EEF1D:WASF2	EEF1D	WASF2
CYRIB:SQLE	CYRIB	SQLE
ASB8:PPP2CB	ASB8	PPP2CB
SMC6:ERICH1	SMC6	ERICH1
NEFM:MEX3A	NEFM	MEX3A
RPRD1A:TUSC3	RPRD1A	TUSC3
ASAH1:SERINC3	ASAH1	SERINC3
SPTAN1:HNRNPL	SPTAN1	HNRNPL
STAG1:RUVBL1	STAG1	RUVBL1
ATP5PB:GKAP1	ATP5PB	GKAP1
NABP2:S100PBP	NABP2	S100PBP
SFPQ:DIP2A	SFPQ	DIP2A
MEF2D:ZNF41	MEF2D	ZNF41
DNAJC6:EIF2AK4	DNAJC6	EIF2AK4
IVNS1ABP:VPS45	IVNS1ABP	VPS45
MED28:DDOST	MED28	DDOST
CSDC2:MYL12B	CSDC2	MYL12B
RPN2:MAGED1	RPN2	MAGED1
OLFM3:SLC35B1	OLFM3	SLC35B1
ARL17B:CCNI	ARL17B	CCNI
SELENOT:MFSD1	SELENOT	MFSD1
POLR1G:ATP1B2	POLR1G	ATP1B2
ADAM10:ITGB1BP1	ADAM10	ITGB1BP1
TRIM67:RASA3	TRIM67	RASA3
FKBP15:KIDINS220	FKBP15	KIDINS220
RPS7:HMGN3	RPS7	HMGN3
PTPA:PFDN5	PTPA	PFDN5
DDX19B:FBXW2	DDX19B	FBXW2
FBXW2:NTM	FBXW2	NTM
PPP6C:IREB2	PPP6C	IREB2
CALCOCO2:HDHD3	CALCOCO2	HDHD3
CYSTM1:RBM18	CYSTM1	RBM18
C19orf25:MAGED1	C19orf25	MAGED1
BEX3:IFT43	BEX3	IFT43
TCAIM:NDUFB3	TCAIM	NDUFB3
NAPA:HSPA1A	NAPA	HSPA1A
TRIM14:ATP1A3	TRIM14	ATP1A3
MEGF8:ILF3	MEGF8	ILF3
SEC16A:CYTH2	SEC16A	CYTH2
CARD8:SMIM14	CARD8	SMIM14
SAMD8:RAB3D	SAMD8	RAB3D
CALR:DBP	CALR	DBP
ANKRD27:UBA2	ANKRD27	UBA2
PIH1D1:ZNF577	PIH1D1	ZNF577
SLC17A7:JUN	SLC17A7	JUN
OAZ1:ATN1	OAZ1	ATN1
EEF1D:TCF7L1	EEF1D	TCF7L1
SEM1:C19orf53	SEM1	C19orf53
CPT1C:TIMM44	CPT1C	TIMM44
COPA:SLC1A6	COPA	SLC1A6
SGTB:PDCD5	SGTB	PDCD5
PDCD5:SELENOM	PDCD5	SELENOM
AP3B2:PTK2B	AP3B2	PTK2B
RPS16:COX5B	RPS16	COX5B
MARF1:RPS16	MARF1	RPS16
DYRK1B:EGLN2	DYRK1B	EGLN2
BORCS7:GPI	BORCS7	GPI
GPI:ADAL	GPI	ADAL
STAG2:PERP	STAG2	PERP
PSAP:OAZ1	PSAP	OAZ1
GNL1:TUBB4A	GNL1	TUBB4A
TUBB4A:ATP6V1G2	TUBB4A	ATP6V1G2
EEF2:CD276	EEF2	CD276
TMEM87A:NDUFAF1	TMEM87A	NDUFAF1
CDYL:TMEM87A	CDYL	TMEM87A
TJP1:TMSB4X	TJP1	TMSB4X
EIF3J:EIF1	EIF3J	EIF1
CSPP1:RNASEH2B	CSPP1	RNASEH2B
FZD3:KIAA0232	FZD3	KIAA0232
SDC2:CPQ	SDC2	CPQ
CLPTM1:POMP	CLPTM1	POMP
NAPA:ELMOD1	NAPA	ELMOD1
CALB1:RPL10A	CALB1	RPL10A
BPNT2:PIGX	BPNT2	PIGX
VSNL1:RAB2A	VSNL1	RAB2A
NDRG1:TRABD2B	NDRG1	TRABD2B
ZC2HC1A:H3-3B	ZC2HC1A	H3-3B
NOL12:STMN2	NOL12	STMN2
ATP1A3:TBCB	ATP1A3	TBCB
RAD50:TBCB	RAD50	TBCB
UBA52:CLIP3	UBA52	CLIP3
BBC3:KCTD7	BBC3	KCTD7
BABAM1:UBL5	BABAM1	UBL5
CDC37:TMBIM6	CDC37	TMBIM6
CALB1:MAK16	CALB1	MAK16
CNRIP1:MTUS1	CNRIP1	MTUS1
CRIPT:TLK2	CRIPT	TLK2
CRIPT:DDX42	CRIPT	DDX42
EPCAM:MRPL57	EPCAM	MRPL57
ZNF706:CHD7	ZNF706	CHD7
SHISA5:MXI1	SHISA5	MXI1
TCTN3:RELL2	TCTN3	RELL2
OSBPL2:DENND10	OSBPL2	DENND10
KCNIP2:MTCL2	KCNIP2	MTCL2
GRIA2:GPR162	GRIA2	GPR162
LRRC37A3:MTHFD1L	LRRC37A3	MTHFD1L
SRSF4:TAB3	SRSF4	TAB3
WDR55:SHF	WDR55	SHF
WDR55:RIMKLA	WDR55	RIMKLA
GNG5:ZNF644	GNG5	ZNF644
SLC66A2:FBXO15	SLC66A2	FBXO15
SMU1:DCUN1D2	SMU1	DCUN1D2
TMEM130:SMU1	TMEM130	SMU1
STARD4:ODF2L	STARD4	ODF2L
CLTA:CBLN3	CLTA	CBLN3
CISD1:ANK3	CISD1	ANK3
ZEB2:CISD1	ZEB2	CISD1
RASSF8:CREG1	RASSF8	CREG1
ACOT9:MAP7D2	ACOT9	MAP7D2
NDUFA2:CYSTM1	NDUFA2	CYSTM1
CPSF2:ST8SIA1	CPSF2	ST8SIA1
C2CD5:ITGB1BP1	C2CD5	ITGB1BP1
SUMO1:ILKAP	SUMO1	ILKAP
KPNA5:RWDD1	KPNA5	RWDD1
PAK1IP1:KRT222	PAK1IP1	KRT222
ASF1A:MTRES1	ASF1A	MTRES1
CEP295:SERINC1	CEP295	SERINC1
MAP7:HDDC2	MAP7	HDDC2
HINT3:CDK19	HINT3	CDK19
KIAA1217:NDUFAF2	KIAA1217	NDUFAF2
IQSEC3:GNG3	IQSEC3	GNG3
POMP:WBP4	POMP	WBP4
YIPF4:NFIA	YIPF4	NFIA
GDPGP1:NR2C1	GDPGP1	NR2C1
PGAM5:NR2C1	PGAM5	NR2C1
MRPS21:MASTL	MRPS21	MASTL
PTK2B:HMGN1	PTK2B	HMGN1
RNF170:NDUFV2	RNF170	NDUFV2
TARDBP:LINGO3	TARDBP	LINGO3
OGFRL1:PAQR8	OGFRL1	PAQR8
ABCD4:WASHC4	ABCD4	WASHC4
DLST:NAIF1	DLST	NAIF1
TGFB3:SELENOW	TGFB3	SELENOW
ENTPD5:ZNF410	ENTPD5	ZNF410
ATL2:DMD	ATL2	DMD
SIL1:BCO2	SIL1	BCO2
GNPAT:KLC2	GNPAT	KLC2
NT5C1A:CCDC92B	NT5C1A	CCDC92B
MTR:AGAP2	MTR	AGAP2
SMG7:RNF103	SMG7	RNF103
ENSG00000272916:KDM5B	ENSG00000272916	KDM5B
UAP1:DBNDD2	UAP1	DBNDD2
MEGF11:GPR89A	MEGF11	GPR89A
PRPF3:OST4	PRPF3	OST4
ZNF493:APH1A	ZNF493	APH1A
LSM14A:ERI3	LSM14A	ERI3
AKR1A1:HP1BP3	AKR1A1	HP1BP3
ACOT9:LRRC37B	ACOT9	LRRC37B
PRRC2C:SRGAP2	PRRC2C	SRGAP2
IRF6:ARL16	IRF6	ARL16
VAX2:ATP5MG	VAX2	ATP5MG
CA4:MSH6	CA4	MSH6
PAX3:PARD3B	PAX3	PARD3B
TNR:CGGBP1	TNR	CGGBP1
RPL7L1:CEP104	RPL7L1	CEP104
SS18L1:ICMT	SS18L1	ICMT
RPL22:UBE2B	RPL22	UBE2B
CHD5:VAMP2	CHD5	VAMP2
SYF2:TATDN3	SYF2	TATDN3
MIF:AMPD2	MIF	AMPD2
PRRC2C:TMEM259	PRRC2C	TMEM259
MED4:ZC3H13	MED4	ZC3H13
OPTN:EIF2S3	OPTN	EIF2S3
AFMID:SPATS2	AFMID	SPATS2
LRP1:B4GALNT1	LRP1	B4GALNT1
TUBA1B:EIF5B	TUBA1B	EIF5B
OCRL:MVB12A	OCRL	MVB12A
COPS5:R3HDM2	COPS5	R3HDM2
ERCC3:SPOP	ERCC3	SPOP
PACSIN1:TENT4B	PACSIN1	TENT4B
ZNF211:CADM1	ZNF211	CADM1
LHX4:CKMT1B	LHX4	CKMT1B
SEC22A:GAP43	SEC22A	GAP43
MAP7D1:CDK11B	MAP7D1	CDK11B
PARD6B:MAPK8IP1	PARD6B	MAPK8IP1
LRIF1:ANKRD36	LRIF1	ANKRD36
GPSM2:TBC1D9B	GPSM2	TBC1D9B
FYTTD1:AHI1	FYTTD1	AHI1
KIAA1191:PGAM5	KIAA1191	PGAM5
ANXA11:VDAC2	ANXA11	VDAC2
ATAD1:SHLD2	ATAD1	SHLD2
METTL15:SDHB	METTL15	SDHB
LPP:PRDM2	LPP	PRDM2
RO60:TNNI3K	RO60	TNNI3K
RO60:ICA1L	RO60	ICA1L
PNISR:TNNI3K	PNISR	TNNI3K
DESI2:AGTPBP1	DESI2	AGTPBP1
PPP2R1A:SPNS2	PPP2R1A	SPNS2
RAN:TNPO2	RAN	TNPO2
CACNG7:MAF	CACNG7	MAF
SUGP1:CALM1	SUGP1	CALM1
SCN1B:SEMA6B	SCN1B	SEMA6B
GRIK5:PARK7	GRIK5	PARK7
PMPCB:NDUFB5	PMPCB	NDUFB5
C2orf74:PMPCB	C2orf74	PMPCB
FAM107A:PON2	FAM107A	PON2
PSMA2:C11orf58	PSMA2	C11orf58
LMBR1:TBC1D19	LMBR1	TBC1D19
TTLL7:VAPA	TTLL7	VAPA
MCTP1:TAX1BP1	MCTP1	TAX1BP1
TAX1BP1:POLR2A	TAX1BP1	POLR2A
MPC2:GARS1	MPC2	GARS1
GARS1:GABRB2	GARS1	GABRB2
CCDC127:PDAP1	CCDC127	PDAP1
ATL2:ZKSCAN1	ATL2	ZKSCAN1
ZKSCAN1:CABP1	ZKSCAN1	CABP1
HPS1:NYNRIN	HPS1	NYNRIN
CDC37L1:CFAP210	CDC37L1	CFAP210
RGL1:ELAVL2	RGL1	ELAVL2
MPDZ:GOLGA6L9	MPDZ	GOLGA6L9
MPDZ:ATP6V1G2	MPDZ	ATP6V1G2
WNT2:NEUROD2	WNT2	NEUROD2
DST:YWHAE	DST	YWHAE
EWSR1:YWHAE	EWSR1	YWHAE
CSE1L:DPH1	CSE1L	DPH1
PIKFYVE:FBXL20	PIKFYVE	FBXL20
SUPT6H:CAPZA2	SUPT6H	CAPZA2
PHF12:NYNRIN	PHF12	NYNRIN
LAMTOR3:BEX3	LAMTOR3	BEX3
UBE2D3:RSU1	UBE2D3	RSU1
PPP1R17:PCP4	PPP1R17	PCP4
RBM28:PNMA8A	RBM28	PNMA8A
SCD5:PTN	SCD5	PTN
ANKMY2:GGCX	ANKMY2	GGCX
CHCHD3:COPA	CHCHD3	COPA
CHCHD3:BPGM	CHCHD3	BPGM
BTRC:FBXW4	BTRC	FBXW4
RPS29:PSMA2	RPS29	PSMA2
COA1:LPCAT3	COA1	LPCAT3
KAT5:RHEB	KAT5	RHEB
RSKR:PRKAG2	RSKR	PRKAG2
MSI2:GCK	MSI2	GCK
NDUFA4:SLC1A1	NDUFA4	SLC1A1
FANCC:SPIN1	FANCC	SPIN1
TMEM245:WSB1	TMEM245	WSB1
ZNF138:PHF14	ZNF138	PHF14
HIGD1A:SAT2	HIGD1A	SAT2
ZDHHC21:EIF4A3	ZDHHC21	EIF4A3
ANAPC11:RASGRP1	ANAPC11	RASGRP1
MYG1:SHROOM1	MYG1	SHROOM1
CDK5R2:TMBIM6	CDK5R2	TMBIM6
C8orf44-SGK3:RHOF	C8orf44-SGK3	RHOF
RAB15:TSPYL2	RAB15	TSPYL2
PTGR2:FRMPD4	PTGR2	FRMPD4
ANP32A:GALNT9	ANP32A	GALNT9
DNAJC9:SCAPER	DNAJC9	SCAPER
NEIL1:ZER1	NEIL1	ZER1
DIRAS1:SH3GL2	DIRAS1	SH3GL2
MPC2:DCXR	MPC2	DCXR
GABPB2:DYNLT2B	GABPB2	DYNLT2B
SUSD4:ANAPC16	SUSD4	ANAPC16
TTC13:PABIR2	TTC13	PABIR2
DIP2C:SCCPDH	DIP2C	SCCPDH
ARF1:YAE1	ARF1	YAE1
SOX13:SERP2	SOX13	SERP2
P3H4:BCL10	P3H4	BCL10
UQCRC2:CEP295	UQCRC2	CEP295
GRB7:PPIP5K1	GRB7	PPIP5K1
MRPL11:MGST3	MRPL11	MGST3
SMPD4:RUSC2	SMPD4	RUSC2
METTL3:NEIL1	METTL3	NEIL1
CCDC159:ABCA2	CCDC159	ABCA2
EXOSC3:CBLN3	EXOSC3	CBLN3
ATE1:PDLIM1	ATE1	PDLIM1
PTGDS:LDHB	PTGDS	LDHB
EIF3A:DENND5B	EIF3A	DENND5B
EIF3A:ANGPTL7	EIF3A	ANGPTL7
ENSA:NSMCE4A	ENSA	NSMCE4A
SPOCK2:ENTPD4	SPOCK2	ENTPD4
PPP3CB:COL11A2	PPP3CB	COL11A2
LZTS2:MAPT	LZTS2	MAPT
SFXN3:PPP2R5D	SFXN3	PPP2R5D
SFXN3:CIAO1	SFXN3	CIAO1
SNRK:SAT2	SNRK	SAT2
TCEAL4:SEC61B	TCEAL4	SEC61B
DNM1:RPL24	DNM1	RPL24
DNM1:ACTMAP	DNM1	ACTMAP
TXNL4B:SSR2	TXNL4B	SSR2
BICD2:MAP1LC3B	BICD2	MAP1LC3B
TMEM138:MBTPS1	TMEM138	MBTPS1
DEF8:NEURL4	DEF8	NEURL4
TCF25:HSBP1L1	TCF25	HSBP1L1
RAB8B:BBS4	RAB8B	BBS4
ARSG:SOCS7	ARSG	SOCS7
PELP1:DCTN2	PELP1	DCTN2
NPC1:PCLO	NPC1	PCLO
PTGR1:BGN	PTGR1	BGN
IK:CELF4	IK	CELF4
SLC7A6:CLPB	SLC7A6	CLPB
CMC2:GTF2E2	CMC2	GTF2E2
USP10:UQCRB	USP10	UQCRB
LRRC57:USP10	LRRC57	USP10
TSC2:ECI1	TSC2	ECI1
RHBDL1:RHOT2	RHBDL1	RHOT2
HECW2:CLUAP1	HECW2	CLUAP1
GGA2:POLR2A	GGA2	POLR2A
TMEM106B:KAT8	TMEM106B	KAT8
PRKAR1A:SNAPC5	PRKAR1A	SNAPC5
RNF40:RNPC3	RNF40	RNPC3
AAGAB:KLHDC3	AAGAB	KLHDC3
MTFMT:TLCD4	MTFMT	TLCD4
SMS:FAM199X	SMS	FAM199X
USP11:CMC4	USP11	CMC4
ARMCX3:LUC7L2	ARMCX3	LUC7L2
EIF5B:BEX4	EIF5B	BEX4
NALCN:EGR1	NALCN	EGR1
FGF14:SPATS2L	FGF14	SPATS2L
NDFIP2:INA	NDFIP2	INA
DGKH:ARL17A	DGKH	ARL17A
SERP2:TSC22D1	SERP2	TSC22D1
C17orf75:ST8SIA5	C17orf75	ST8SIA5
TCEAL5:ANKRD12	TCEAL5	ANKRD12
MIB1:NAPG	MIB1	NAPG
H2BC26:RIOK3	H2BC26	RIOK3
PSMD10:TCEAL2	PSMD10	TCEAL2
CNKSR2:POLA1	CNKSR2	POLA1
RAB3IP:CELF4	RAB3IP	CELF4
SYP:RGS7	SYP	RGS7
ABCB7:SMARCA1	ABCB7	SMARCA1
PCSK1N:ATXN7L3B	PCSK1N	ATXN7L3B
RAB40B:PRPF6	RAB40B	PRPF6
PSMA7:HNRNPDL	PSMA7	HNRNPDL
SYNDIG1:INHA	SYNDIG1	INHA
GID8:PRAG1	GID8	PRAG1
EEF1A2:NDRG2	EEF1A2	NDRG2
CDC25B:RPL35A	CDC25B	RPL35A
CDC25B:SHANK3	CDC25B	SHANK3
NRSN1:NDUFAF5	NRSN1	NDUFAF5
NOC2L:CSNK2A1	NOC2L	CSNK2A1
NOP56:RNF122	NOP56	RNF122
MRPS17:PGK1	MRPS17	PGK1
DHX35:FASTKD1	DHX35	FASTKD1
MAP1LC3A:DYNLRB1	MAP1LC3A	DYNLRB1
MAP1LC3A:CASP9	MAP1LC3A	CASP9
PSMA7:RNPC3	PSMA7	RNPC3
FBXL20:PIP5K1C	FBXL20	PIP5K1C
CASC3:RAPGEFL1	CASC3	RAPGEFL1
TUBD1:SGCB	TUBD1	SGCB
KPNB1:CPLX2	KPNB1	CPLX2
KIT:PNPO	KIT	PNPO
CDK5RAP3:SMG7	CDK5RAP3	SMG7
ZNF544:CBX1	ZNF544	CBX1
NDUFB6:INTS2	NDUFB6	INTS2
CAMTA2:FHOD1	CAMTA2	FHOD1
SLC6A4:VPS53	SLC6A4	VPS53
MTCH2:ARFGAP2	MTCH2	ARFGAP2
PPP1R9B:MAPK3	PPP1R9B	MAPK3
RPL34:TP53I11	RPL34	TP53I11
DHX15:GAPDH	DHX15	GAPDH
TRIM2:DNMT3A	TRIM2	DNMT3A
TRIM2:CCNG2	TRIM2	CCNG2
NSD2:SEPTIN2	NSD2	SEPTIN2
SH3D19:KLHL21	SH3D19	KLHL21
ELP4:MSRA	ELP4	MSRA
ABL2:SC5D	ABL2	SC5D
CRTAM:PPP2R2A	CRTAM	PPP2R2A
HSPA8:NCAM1	HSPA8	NCAM1
SIAE:VMA21	SIAE	VMA21
SIAE:BROX	SIAE	BROX
GRIA2:ZNF330	GRIA2	ZNF330
CLIP3:SPARC	CLIP3	SPARC
NUP93:GAPDH	NUP93	GAPDH
N4BP1:VAMP2	N4BP1	VAMP2
DHODH:TXNL4B	DHODH	TXNL4B
FDXR:NME3	FDXR	NME3
NDRG4:CKB	NDRG4	CKB
MGA:FTSJ3	MGA	FTSJ3
TSTD3:DDX5	TSTD3	DDX5
RAB5C:ARID1A	RAB5C	ARID1A
GOSR1:CCDC43	GOSR1	CCDC43
CNTNAP1:SPOCK1	CNTNAP1	SPOCK1
BRK1:LUC7L3	BRK1	LUC7L3
TSPAN14:ITM2B	TSPAN14	ITM2B
HID1:FBXW4	HID1	FBXW4
GNPTAB:GBF1	GNPTAB	GBF1
ARHGAP21:ZNF875	ARHGAP21	ZNF875
ARHGAP21:MBP	ARHGAP21	MBP
GTPBP4:DDX19A	GTPBP4	DDX19A
VPS26A:BCCIP	VPS26A	BCCIP
TASOR2:CCDC91	TASOR2	CCDC91
DGKZ:RPL28	DGKZ	RPL28
